,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
2,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
3,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
5,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
6,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0
7,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25
8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.25
9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
10,1.0,8.0,8.0,3.0,0.1,0.1,0.45,0.45,0.1,0.0,0.55
