Type,Project,ModelBalance,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
within,achilles,adaboost,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,achilles,adasyn_adaboost,8.0,6.0,59.0,30.0,0.44,0.2,0.65,0.1390909090909091,0.2171428571428571,0.1643074884658626,0.7300000000000001
within,achilles,adasyn_decisiontree,8.0,6.0,59.0,30.0,0.44,0.2,0.65,0.1390909090909091,0.2171428571428571,0.1643074884658626,0.7300000000000001
within,achilles,adasyn_multilayerperceptron,11.0,13.0,52.0,27.0,0.3763636363636363,0.275,0.6136363636363636,0.23,0.2304761904761904,0.1224744871391589,0.7351515151515151
within,achilles,adasyn_naivebayes,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
within,achilles,adasyn_randomforest,30.0,52.0,13.0,8.0,0.2927272727272727,0.8,0.4163636363636363,0.8,0.4275457875457875,0.0,0.7300000000000001
within,achilles,adasyn_randomsearch_adaboost,17.0,27.0,38.0,21.0,0.4363636363636363,0.475,0.5336363636363636,0.43,0.3227838827838828,0.1224744871391589,0.7300000000000001
within,achilles,adasyn_randomsearch_decisiontree,8.0,6.0,59.0,30.0,0.44,0.2,0.65,0.1390909090909091,0.2171428571428571,0.1643074884658626,0.7300000000000001
within,achilles,adasyn_randomsearch_multilayerperceptron,38.0,65.0,0.0,0.0,0.369090909090909,1.0,0.369090909090909,1.0,0.538021978021978,0.0,0.6655303030303031
within,achilles,adasyn_randomsearch_naivebayes,38.0,65.0,0.0,0.0,0.369090909090909,1.0,0.369090909090909,1.0,0.538021978021978,0.0,0.7300000000000001
within,achilles,adasyn_randomsearch_randomforest,26.0,45.0,20.0,12.0,0.2563636363636363,0.7,0.4436363636363635,0.7,0.3742124542124542,0.0,0.7300000000000001
within,achilles,adasyn_randomsearch_svm,17.0,27.0,38.0,21.0,0.4363636363636363,0.475,0.5336363636363636,0.43,0.3227838827838828,0.1224744871391589,0.7300000000000001
within,achilles,adasyn_svm,17.0,27.0,38.0,21.0,0.4363636363636363,0.475,0.5336363636363636,0.43,0.3227838827838828,0.1224744871391589,0.7300000000000001
within,achilles,borderlinesmote_adaboost,6.0,0.0,65.0,32.0,0.5,0.15,0.6900000000000001,0.0590909090909091,0.2266666666666666,0.2255447320354421,0.7300000000000001
