,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
1,20.0,admiral,DockerAdapterService,com.vmware.admiral.adapter.docker.service.dockeradapterservicetest.testcreatedcontainershouldbeinspectedonnetworkoperationfailure,0.3442555771487731,0.6557444228512268,True,False,False
2,20.0,admiral,DockerAdapterService,com.vmware.admiral.adapter.docker.service.dockeradapterservicetest.testdeletewithretry,0.3613644778632556,0.6386355221367443,True,False,False
4,20.0,admiral,DockerAdapterService,com.vmware.admiral.adapter.docker.service.dockeradapterservicetest.testinspectcontainerwithretry,0.3750713835265741,0.6249286164734258,True,False,False
6,20.0,admiral,DockerHostAdapterService,com.vmware.admiral.adapter.docker.service.dockerhostadapterservicetest.testhostpermanentlynotavailable,0.3419882430214656,0.6580117569785344,True,True,False
7,20.0,admiral,DockerHostAdapterService,com.vmware.admiral.adapter.docker.service.dockerhostadapterservicetest.testhostpingwithresourcereference,0.4258678082493264,0.5741321917506736,False,False,False
8,20.0,admiral,DockerHostAdapterService,com.vmware.admiral.adapter.docker.service.dockerhostadapterservicetest.testlistcontainerswithcallback,0.3055382003062729,0.694461799693727,True,False,False
11,20.0,admiral,SystemImageRetrievalManager,com.vmware.admiral.adapter.docker.service.systemimageretrievalmanagertest.testgetfromuserresources,0.3230314694503851,0.6769685305496149,True,True,False
12,20.0,admiral,DockerAdapterUtils,com.vmware.admiral.adapter.docker.util.dockeradapterutilstest.testfiltervolumebindings,0.2112773650267373,0.7887226349732627,True,False,False
14,20.0,admiral,DockerPortMapping,com.vmware.admiral.adapter.docker.util.dockerportmappingtest.testdockerportstringparsing,0.499763524264795,0.5002364757352049,False,False,False
15,20.0,admiral,ApiUtil,com.vmware.admiral.adapter.kubernetes.apiutiltest.testbuildapiserverproxyurl,0.5231066930160051,0.4768933069839949,False,False,False
16,20.0,admiral,KubernetesAdapterService,com.vmware.admiral.adapter.kubernetes.service.kubernetesadapterservicetest.testdelete,0.124555484962848,0.875444515037152,True,False,False
17,20.0,admiral,KubernetesAdapterService,com.vmware.admiral.adapter.kubernetes.service.kubernetesadapterservicetest.testfetchlogs,0.4398952227254752,0.5601047772745248,False,False,False
20,20.0,admiral,KubernetesContainerStateMapper,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testcorrectdateparse,0.4647270075484508,0.5352729924515491,False,False,False
23,20.0,admiral,KubernetesContainerStateMapper,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testcorrectparsememt,0.4663200238026866,0.5336799761973134,False,False,False
24,20.0,admiral,KubernetesContainerStateMapper,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testgetidwithoutprefix,0.2695053668760615,0.7304946331239385,True,False,False
25,20.0,admiral,KubernetesContainerStateMapper,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testgetpowerstatestopped,0.3960739268695099,0.6039260731304901,True,False,False
26,20.0,admiral,KubernetesContainerStateMapper,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testinvalidparsecpu,0.5420910322777629,0.4579089677222371,False,False,False
29,20.0,admiral,PKSContext,com.vmware.admiral.adapter.pks.pkscontexttest.testnulluri,0.595604453050794,0.404395546949206,False,False,False
30,20.0,admiral,PKSRemoteClientService,com.vmware.admiral.adapter.pks.pksremoteclientservicetest.testcreateuser,0.5357560833123185,0.4642439166876815,False,True,False
32,20.0,admiral,PKSRemoteClientService,com.vmware.admiral.adapter.pks.pksremoteclientservicetest.testgetplans,0.5398944054161613,0.4601055945838387,False,True,False
37,20.0,admiral,PKSClusterListService,com.vmware.admiral.adapter.pks.service.pksclusterlistservicetest.testgetpkscluster,0.4321395219111238,0.5678604780888762,False,False,False
38,20.0,admiral,RegistryAdapterService,com.vmware.admiral.adapter.registry.service.registryadapterservicetest.testduplicateregistryinsideprojectshouldfail,0.4739707107869832,0.5260292892130167,False,False,False
39,20.0,admiral,RegistryAdapterService,com.vmware.admiral.adapter.registry.service.registryadapterservicetest.testsameregistrytwodifferentprojectsnotremoveoldtenantlinkshouldfail,0.4707588213838021,0.5292411786161979,False,False,False
42,20.0,admiral,AuthInitialBootService,com.vmware.admiral.auth.authinitialbootservicetest.testdefaultprojectcreatedonstartup,0.0990754809236139,0.900924519076386,True,False,False
44,20.0,admiral,LocalPrincipalProvider,com.vmware.admiral.auth.idm.local.localprincipalprovidertest.testgetprincipal,0.7779294923316932,0.2220705076683068,False,False,False
46,20.0,admiral,LocalPrincipalProvider,com.vmware.admiral.auth.idm.local.localprincipalprovidertest.testgetprincipalsoftypegroup,0.721853605343793,0.278146394656207,False,False,False
47,20.0,admiral,LocalPrincipalService,com.vmware.admiral.auth.idm.local.localprincipalservicetest.testdeleteprincipalshoulddeleteuserstate,0.5362219314880949,0.463778068511905,False,False,False
48,20.0,admiral,LocalPrincipalService,com.vmware.admiral.auth.idm.local.localprincipalservicetest.testuserspecificresourcearecreatedwhenuseriscreated,0.5352216340555312,0.4647783659444687,False,False,False
51,20.0,admiral,PrincipalRolesHandler,com.vmware.admiral.auth.idm.principalroleshandlertest.testassignroletousertwice,0.6590652302330663,0.3409347697669337,False,False,False
54,20.0,admiral,PrincipalService,com.vmware.admiral.auth.idm.principalservicetest.testprincipalrolehashcodeequals,0.1794854607481862,0.8205145392518137,True,False,False
55,20.0,admiral,ProjectFactoryService,com.vmware.admiral.auth.project.projectfactoryservicetest.testgetpublicprojectonly,0.4449043753389925,0.5550956246610075,False,False,False
56,20.0,admiral,ProjectFactoryService,com.vmware.admiral.auth.project.projectfactoryservicetest.testgetstatewithfilter,0.3729952010065663,0.6270047989934338,True,False,False
