,idProject,nameProject,productionClass,testCase,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
0,24.0,hsac-fitnesse-fixtures,ReportXmlFixture,nl.hsac.fitnesse.fixture.leanapps.reportxmlfixturetest.testreporttrigger,0.5097096621545399,False,False,False
3,24.0,hsac-fitnesse-fixtures,FileFixture,nl.hsac.fitnesse.fixture.slim.filefixturetest.testgetandsetdirectoryrelative,0.6134313936261626,True,False,False
5,24.0,hsac-fitnesse-fixtures,MapFixture,nl.hsac.fitnesse.fixture.slim.mapfixturetest.nestednamedbydefault,0.3473433487918788,False,False,False
6,24.0,hsac-fitnesse-fixtures,ScriptLanguageFixture,nl.hsac.fitnesse.fixture.slim.scriptlanguagefixturetest.invokebadfunction,0.6775920895982288,True,False,False
8,24.0,hsac-fitnesse-fixtures,StringFixture,nl.hsac.fitnesse.fixture.slim.stringfixturetest.testconverttodouble,0.5406403931090338,False,False,False
10,24.0,hsac-fitnesse-fixtures,StringFixture,nl.hsac.fitnesse.fixture.slim.stringfixturetest.testconverttouppercase,0.5486083541882095,False,False,False
11,24.0,hsac-fitnesse-fixtures,StringFixture,nl.hsac.fitnesse.fixture.slim.stringfixturetest.testreplaceallwithregexin,0.6674347206552604,True,False,False
12,24.0,hsac-fitnesse-fixtures,CalendarUtil,nl.hsac.fitnesse.fixture.util.calendarutiltest.testaddmonths,0.3926445794012323,False,False,False
13,24.0,hsac-fitnesse-fixtures,CalendarUtil,nl.hsac.fitnesse.fixture.util.calendarutiltest.testaddmonthsintosummertime,0.3914221806137724,False,False,False
15,24.0,hsac-fitnesse-fixtures,CalendarUtil,nl.hsac.fitnesse.fixture.util.calendarutiltest.testaddyears,0.4029445721032737,False,False,False
17,24.0,hsac-fitnesse-fixtures,CalendarUtil,nl.hsac.fitnesse.fixture.util.calendarutiltest.testbuildxmlgregoriancalendardatetime,0.3899703734914271,False,False,False
21,24.0,hsac-fitnesse-fixtures,HttpResponse,nl.hsac.fitnesse.fixture.util.httpresponsetest.testparselalresponse,0.5113753054838078,False,False,False
22,24.0,hsac-fitnesse-fixtures,HttpResponse,nl.hsac.fitnesse.fixture.util.httpresponsetest.testvalidresponseok,0.3551431262410635,False,False,False
23,24.0,hsac-fitnesse-fixtures,HttpResponse,nl.hsac.fitnesse.fixture.util.httpresponsetest.testvalidresponseservererrorgeneric,0.2400690139092874,False,False,False
26,24.0,hsac-fitnesse-fixtures,LambdaMetaHelper,nl.hsac.fitnesse.fixture.util.lambdametahelpertest.testgetintfromstring,0.4252927623137941,False,False,False
27,24.0,hsac-fitnesse-fixtures,MapHelper,nl.hsac.fitnesse.fixture.util.maphelpertest.testsetvaluecreatinglist,0.2445425008097572,False,False,False
28,24.0,hsac-fitnesse-fixtures,NamespaceContextImpl,nl.hsac.fitnesse.fixture.util.namespacecontextimpltest.addduplicateprefixnullurifirst,0.1275759919384136,False,False,False
36,24.0,hsac-fitnesse-fixtures,ThrowingFunction,nl.hsac.fitnesse.fixture.util.throwingfunctiontest.testnothrow,0.499964609622229,False,False,False
37,24.0,hsac-fitnesse-fixtures,ThrowingFunction,nl.hsac.fitnesse.fixture.util.throwingfunctiontest.testthrowruntime,0.499964609622229,False,False,False
38,24.0,hsac-fitnesse-fixtures,XMLFormatter,nl.hsac.fitnesse.fixture.util.xmlformattertest.testtrimelements,0.1758543904080325,False,False,False
41,24.0,hsac-fitnesse-fixtures,XPathCheckResult,nl.hsac.fitnesse.fixture.util.xpathcheckresulttest.testparse,0.0581379800803515,False,False,False
43,24.0,hsac-fitnesse-fixtures,XPathHelper,nl.hsac.fitnesse.fixture.util.xpathhelpertest.testallxmlwithtext,0.4236353020647401,False,False,False
44,24.0,hsac-fitnesse-fixtures,XPathHelper,nl.hsac.fitnesse.fixture.util.xpathhelpertest.testbadxml,0.5341084875036627,False,False,False
45,24.0,hsac-fitnesse-fixtures,XPathHelper,nl.hsac.fitnesse.fixture.util.xpathhelpertest.testbadxpath,0.3941683889827388,False,False,False
47,24.0,hsac-fitnesse-fixtures,ReportFinder,nl.hsac.fitnesse.junit.reportmerge.reportfindertest.testfindtestresultpages,0.6801989254665843,True,False,False
48,24.0,hsac-fitnesse-fixtures,LocalSeleniumDriverFactoryFactory,nl.hsac.fitnesse.junit.selenium.localseleniumdriverfactoryfactorytest.testsupportnull,0.2560001611802456,False,False,False
50,24.0,hsac-fitnesse-fixtures,LocalSeleniumDriverFactoryFactory,nl.hsac.fitnesse.junit.selenium.localseleniumdriverfactoryfactorytest.testwithspaceandquotes,0.266022680635152,False,False,False
