,tp,fp,tn,fn,precision,recall,accuracy,inspection_rate,f1_score,mcc,auc_pr
0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
4,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
5,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
6,0.0,0.0,9.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.55
7,1.0,9.0,0.0,0.0,0.1,1.0,0.1,1.0,0.18181818181818182,0.0,0.55
8,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
9,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
10,1.0,58.0,38.0,1.0,0.01,0.1,0.4,0.6,0.01818181818181818,0.0,0.55
