,idProject,nameProject,productionClass,testCase,isMysteryGuest,isMysteryGuestManual,prediction
2,8.0,tyrus,Credentials,org.glassfish.tyrus.client.auth.credentialstest.testnullpassword2,False,False,False
7,8.0,tyrus,TyrusClientEngine,org.glassfish.tyrus.client.tyrusclientenginetest.testtrasformlocationhttptows,False,False,False
15,8.0,tyrus,Frame,org.glassfish.tyrus.core.frametest.testpayloaddatachange,False,False,False
33,8.0,tyrus,ClientOnErrorDuplication,org.glassfish.tyrus.tests.qa.clientonerrorduplicationtest.testclientonerrorduplication,False,True,True
8,8.0,tyrus,SslFilter,org.glassfish.tyrus.container.jdk.client.sslfiltertest.testcloseserver,False,True,True
14,8.0,tyrus,Frame,org.glassfish.tyrus.core.frametest.testisrsv3,False,False,False
18,8.0,tyrus,MessageHandlerManager,org.glassfish.tyrus.core.messagehandlermanagertest.multipletexthandlers,False,False,False
19,8.0,tyrus,MessageHandlerManager,org.glassfish.tyrus.core.messagehandlermanagertest.multipletexthandlerspartial,False,False,False
0,8.0,tyrus,AuthConfig,org.glassfish.tyrus.client.auth.authconfigtest.testoverridebasic,False,False,False
24,8.0,tyrus,TyrusRemoteEndpoint,org.glassfish.tyrus.core.tyrusremoteendpointtest.testasyncsendtexthandler2,False,False,False
29,8.0,tyrus,Utils,org.glassfish.tyrus.core.utilstest.testparsehttpdaterfc1036,False,False,False
32,8.0,tyrus,TextAndBinaryProgrammaticDecoder,org.glassfish.tyrus.test.e2e.appconfig.textandbinaryprogrammaticdecoder.test2decoders1handler,False,True,False
4,8.0,tyrus,TyrusClientEngine,org.glassfish.tyrus.client.tyrusclientenginetest.testcallcreaterequesttwice,False,False,False
5,8.0,tyrus,TyrusClientEngine,org.glassfish.tyrus.client.tyrusclientenginetest.testerrorflow3,False,False,True
25,8.0,tyrus,TyrusRemoteEndpoint,org.glassfish.tyrus.core.tyrusremoteendpointtest.testbasicsendbinary,False,False,True
31,8.0,tyrus,SessionBuilder,org.glassfish.tyrus.ext.client.java8.sessionbuildertest.testencoderdecoder,False,True,False
6,8.0,tyrus,TyrusClientEngine,org.glassfish.tyrus.client.tyrusclientenginetest.testredirectflow,False,False,False
10,8.0,tyrus,SslFilter,org.glassfish.tyrus.container.jdk.client.sslfiltertest.testecho100k,False,True,True
16,8.0,tyrus,MessageHandlerManager,org.glassfish.tyrus.core.messagehandlermanagertest.multiplebinaryhandlerswithbytearray,False,False,True
35,8.0,tyrus,MaxMessageSizeOnServer,org.glassfish.tyrus.tests.qa.maxmessagesizeonservertest.testmaxmessagesizeonserver,False,True,False
17,8.0,tyrus,MessageHandlerManager,org.glassfish.tyrus.core.messagehandlermanagertest.multiplebinaryhandlerswithbytearraypartial,False,False,False
26,8.0,tyrus,TyrusRemoteEndpoint,org.glassfish.tyrus.core.tyrusremoteendpointtest.testgetsendstream,False,True,False
27,8.0,tyrus,Utils,org.glassfish.tyrus.core.utilstest.testparsehttpdateansicasc,False,False,False
30,8.0,tyrus,SessionBuilder,org.glassfish.tyrus.ext.client.java8.sessionbuildertest.testallmethods,False,True,False
1,8.0,tyrus,Credentials,org.glassfish.tyrus.client.auth.credentialstest.testgetpasswordstring,False,False,True
21,8.0,tyrus,TyrusExtension,org.glassfish.tyrus.core.tyrusextensiontest.testparseheadersquoted2,False,False,False
34,8.0,tyrus,ClientOnOpenDuplication,org.glassfish.tyrus.tests.qa.clientonopenduplicationtest.testclientonopenduplication,False,True,True
36,8.0,tyrus,ServerOnOpenDuplication,org.glassfish.tyrus.tests.qa.serveronopenduplicationtest.testserveronopenduplication,False,True,False
3,8.0,tyrus,TyrusClientEngine,org.glassfish.tyrus.client.tyrusclientenginetest.testauthflow,False,False,True
11,8.0,tyrus,SslFilter,org.glassfish.tyrus.container.jdk.client.sslfiltertest.testrehandshakeclient,False,True,False
28,8.0,tyrus,Utils,org.glassfish.tyrus.core.utilstest.testparsehttpdatefail,False,False,False
37,8.0,tyrus,Server,org.glassfish.tyrus.tests.servlet.autobahn.standaloneserver.testserver,False,True,True
12,8.0,tyrus,SslFilter,org.glassfish.tyrus.container.jdk.client.sslfiltertest.testrehandshakeserver,False,True,False
13,8.0,tyrus,Frame,org.glassfish.tyrus.core.frametest.testisrsv2,False,False,False
22,8.0,tyrus,TyrusFuture,org.glassfish.tyrus.core.tyrusfuturetest.testinterrupted,False,False,False
9,8.0,tyrus,SslFilter,org.glassfish.tyrus.container.jdk.client.sslfiltertest.testcustomhostameverificationfail,False,True,False
20,8.0,tyrus,TyrusExtension,org.glassfish.tyrus.core.tyrusextensiontest.testparseheadersquoted1,False,False,False
23,8.0,tyrus,TyrusFuture,org.glassfish.tyrus.core.tyrusfuturetest.testisdone,False,False,True
