,idProject,nameProject,productionClass,testCase,SimilaritiesCoefficient,probabilityEagerTest,isEagerTest,isEagerTestManual,prediction
1,21.0,c2mon,ClientDataTagCacheImpl,cern.c2mon.client.core.cache.clientdatatagcacheimpltest.testhistorymode,0.7084366366501886,0.2915633633498113,False,True,False
2,21.0,c2mon,AbstractQueuedWrapper,cern.c2mon.client.core.jms.impl.abstractqueuedwrappertest.testnohealthnotification,0.4881940976996264,0.5118059023003736,False,True,False
3,21.0,c2mon,JmsProxy,cern.c2mon.client.core.jms.jmsproxytest.testreconnectandnotification,0.2956987099365041,0.7043012900634958,True,False,False
6,21.0,c2mon,TagController,cern.c2mon.client.core.tag.tagcontrollertest.testupdatewithequipmentdown,0.9735674892668136,0.0264325107331864,False,False,False
8,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testaddsourcecommandtagnosuccess,0.6254022862148181,0.3745977137851819,False,False,False
10,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testfinddatatagfailure,0.5774341723770999,0.4225658276229,False,False,False
12,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testnoexistantequipment,0.54094576830944,0.45905423169056,False,False,False
13,21.0,c2mon,ConfigurationController,cern.c2mon.daq.common.conf.configurationcontrollertest.testremovenonexistentsourcedatatag,0.6552660728188134,0.3447339271811865,False,False,False
16,21.0,c2mon,ProcessConfigurationLoader,cern.c2mon.daq.common.conf.processconfigurationloadertest.testconfigrejectedexception,0.4947966463633887,0.5052033536366112,False,False,False
18,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testonremovedatatag,0.4651277059263112,0.5348722940736887,False,False,False
19,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testonupdatedatatag,0.4210576916220672,0.5789423083779328,False,False,False
20,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendinvalidtagfuturesourcets,0.6892363133225134,0.3107636866774865,False,False,False
22,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendinvalidtagwithvalueconversionfloat2boolean,0.6910929545731755,0.3089070454268244,False,False,False
23,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredinvalidtimestamp,0.664307998469695,0.335692001530305,False,False,False
25,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredoldupdatesent,0.6562382814258799,0.3437617185741201,False,False,False
27,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwitharbitraryobjectwithcurrentvalue,0.640067841947312,0.3599321580526879,False,False,False
28,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwithintarray,0.715037063482446,0.284962936517554,False,False,False
29,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredwithvalueconversionshort2boolean,0.7011527997837633,0.2988472002162367,False,False,False
32,21.0,c2mon,EquipmentMessageSender,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendvalidtagtimedeadbandenabled,0.7098594576180202,0.2901405423819798,False,False,False
34,21.0,c2mon,SDTTimeDeadbandScheduler,cern.c2mon.daq.common.impl.sdttimedeadbandschedulertest.testschedulenofiltering,0.6575088361261962,0.3424911638738038,False,False,False
36,21.0,c2mon,RequestController,cern.c2mon.daq.common.messaging.impl.requestcontrollertest.testapplychange,0.487103832750632,0.5128961672493679,False,True,False
37,21.0,c2mon,RequestController,cern.c2mon.daq.common.messaging.impl.requestcontrollertest.testonsourcedatatagvalueupdaterequestequipment,0.7537585518271336,0.2462414481728664,False,False,False
38,21.0,c2mon,SourceCommandExecutor,cern.c2mon.daq.common.messaging.impl.sourcecommandexecutortest.testcallnoresponse,0.8220915143848193,0.1779084856151807,False,False,False
42,21.0,c2mon,CounterTimeDeadbandActivator,cern.c2mon.daq.filter.dynamic.countertimedeadbandactivatortest.testonoff,0.4062048124087898,0.5937951875912102,False,True,False
44,21.0,c2mon,DataTagValueFilter,cern.c2mon.daq.tools.datatagvaluefiltertest.testisrelativevaluedeadband,0.7216989187371949,0.278301081262805,False,False,False
45,21.0,c2mon,FallbackFileController,cern.c2mon.pmanager.fallback.fallbackfilecontrollertest.testcloseinputstream,0.7400089413702117,0.2599910586297883,False,False,False
46,21.0,c2mon,FallbackFileController,cern.c2mon.pmanager.fallback.fallbackfilecontrollertest.testcloseoutputstream,0.7496194692170406,0.2503805307829594,False,False,False
50,21.0,c2mon,AlarmCache,cern.c2mon.server.cache.alarm.alarmcachetest.testgetalarmsbycodeandfamily,0.5999247940866175,0.4000752059133825,False,False,False
