,idProject,nameProject,productionClass,testCase,isMysteryGuest,isMysteryGuestManual,prediction
2,20.0,jfreechart,CategoryTextAnnotation,org.jfree.chart.annotations.categorytextannotationtest.testserialization,False,False,False
17,20.0,jfreechart,XYTitleAnnotation,org.jfree.chart.annotations.xytitleannotationtest.testequals,False,False,False
22,20.0,jfreechart,CategoryAxis,org.jfree.chart.axis.categoryaxistest.testcloning2,False,False,True
36,20.0,jfreechart,MarkerAxisBand,org.jfree.chart.axis.markeraxisbandtest.testhashcode,False,False,True
41,20.0,jfreechart,NumberAxis,org.jfree.chart.axis.numberaxistest.testautorange4,False,False,False
44,20.0,jfreechart,PeriodAxisLabelInfo,org.jfree.chart.axis.periodaxislabelinfotest.testequals,False,False,True
72,20.0,jfreechart,ChartPanel,org.jfree.chart.chartpaneltest.test2502355_restoreautodomainbounds,False,False,False
104,20.0,jfreechart,StandardCategoryItemLabelGenerator,org.jfree.chart.labels.standardcategoryitemlabelgeneratortest.testpubliccloneable,False,False,False
107,20.0,jfreechart,StandardCategorySeriesLabelGenerator,org.jfree.chart.labels.standardcategoryserieslabelgeneratortest.testhashcode,False,False,True
108,20.0,jfreechart,StandardPieSectionLabelGenerator,org.jfree.chart.labels.standardpiesectionlabelgeneratortest.testhashcode,False,False,True
110,20.0,jfreechart,StandardPieToolTipGenerator,org.jfree.chart.labels.standardpietooltipgeneratortest.testhashcode,False,False,False
122,20.0,jfreechart,LineNeedle,org.jfree.chart.needle.lineneedletest.testserialization,False,False,False
128,20.0,jfreechart,PaintMap,org.jfree.chart.paintmaptest.testequals,False,False,True
130,20.0,jfreechart,PaintMap,org.jfree.chart.paintmaptest.testput,False,False,False
132,20.0,jfreechart,CategoryMarker,org.jfree.chart.plot.categorymarkertest.testgetsetkey,False,False,False
167,20.0,jfreechart,PiePlot,org.jfree.chart.plot.pieplottest.testbug1126_b,False,False,False
177,20.0,jfreechart,RingPlot,org.jfree.chart.plot.ringplottest.testcloning,False,False,False
181,20.0,jfreechart,ValueMarker,org.jfree.chart.plot.valuemarkertest.testequals,False,False,False
192,20.0,jfreechart,XYPlot,org.jfree.chart.plot.xyplottest.testgetdomainaxisfordataset,False,False,False
200,20.0,jfreechart,BarRenderer,org.jfree.chart.renderer.category.barrenderertest.testequals,False,False,False
201,20.0,jfreechart,BarRenderer,org.jfree.chart.renderer.category.barrenderertest.testgetlegenditem,False,False,False
214,20.0,jfreechart,GradientBarPainter,org.jfree.chart.renderer.category.gradientbarpaintertest.testserialization,False,False,True
218,20.0,jfreechart,IntervalBarRenderer,org.jfree.chart.renderer.category.intervalbarrenderertest.testequals,False,False,False
220,20.0,jfreechart,IntervalBarRenderer,org.jfree.chart.renderer.category.intervalbarrenderertest.testpubliccloneable,False,False,True
224,20.0,jfreechart,LevelRenderer,org.jfree.chart.renderer.category.levelrenderertest.testequals,False,False,False
225,20.0,jfreechart,LineAndShapeRenderer,org.jfree.chart.renderer.category.lineandshaperenderertest.testhashcode,False,False,False
228,20.0,jfreechart,MinMaxCategoryRenderer,org.jfree.chart.renderer.category.minmaxcategoryrenderertest.testhashcode,False,False,False
238,20.0,jfreechart,StatisticalBarRenderer,org.jfree.chart.renderer.category.statisticalbarrenderertest.testcloning,False,False,True
242,20.0,jfreechart,StatisticalLineAndShapeRenderer,org.jfree.chart.renderer.category.statisticallineandshaperenderertest.testequals,False,False,True
243,20.0,jfreechart,StatisticalLineAndShapeRenderer,org.jfree.chart.renderer.category.statisticallineandshaperenderertest.testfindrangebounds,False,False,True
245,20.0,jfreechart,WaterfallBarRenderer,org.jfree.chart.renderer.category.waterfallbarrenderertest.testequals,False,False,False
248,20.0,jfreechart,LookupPaintScale,org.jfree.chart.renderer.lookuppaintscaletest.testequals,False,False,True
288,20.0,jfreechart,XYShapeRenderer,org.jfree.chart.renderer.xy.xyshaperenderertest.testfindzbounds,False,False,False
302,20.0,jfreechart,ShortTextTitle,org.jfree.chart.title.shorttexttitletest.testcloning,False,False,True
383,20.0,jfreechart,KeyToGroupMap,org.jfree.data.keytogroupmaptest.testequals,False,False,False
392,20.0,jfreechart,DefaultBoxAndWhiskerXYDataset,org.jfree.data.statistics.defaultboxandwhiskerxydatasettest.testcloning,False,False,False
393,20.0,jfreechart,DefaultMultiValueCategoryDataset,org.jfree.data.statistics.defaultmultivaluecategorydatasettest.testcloning,False,False,False
394,20.0,jfreechart,DefaultMultiValueCategoryDataset,org.jfree.data.statistics.defaultmultivaluecategorydatasettest.testserialization,False,False,True
402,20.0,jfreechart,HistogramDataset,org.jfree.data.statistics.histogramdatasettest.test2902842,False,False,True
409,20.0,jfreechart,SimpleHistogramBin,org.jfree.data.statistics.simplehistogrambintest.testserialization,False,False,True
419,20.0,jfreechart,Day,org.jfree.data.time.daytest.test31dec9999previous,False,False,False
433,20.0,jfreechart,Minute,org.jfree.data.time.minutetest.testgetstart,False,False,False
434,20.0,jfreechart,Month,org.jfree.data.time.monthtest.testdateconstructor2,False,False,False
440,20.0,jfreechart,Month,org.jfree.data.time.monthtest.testgetstart,False,False,True
455,20.0,jfreechart,Quarter,org.jfree.data.time.quartertest.testgetserialindex,False,False,False
460,20.0,jfreechart,SimpleTimePeriod,org.jfree.data.time.simpletimeperiodtest.testhashcode,False,False,False
462,20.0,jfreechart,TimePeriodValuesCollection,org.jfree.data.time.timeperiodvaluescollectiontest.testgetdomainboundswithinterval,False,False,True
469,20.0,jfreechart,TimeSeriesDataItem,org.jfree.data.time.timeseriesdataitemtest.testserialization,False,False,False
489,20.0,jfreechart,Year,org.jfree.data.time.yeartest.testgetlastmillisecond,False,False,True
497,20.0,jfreechart,DefaultIntervalXYDataset,org.jfree.data.xy.defaultintervalxydatasettest.testgetxvalue,False,False,False
499,20.0,jfreechart,DefaultOHLCDataset,org.jfree.data.xy.defaultohlcdatasettest.testcloning,False,False,False
502,20.0,jfreechart,DefaultWindDataset,org.jfree.data.xy.defaultwinddatasettest.testequals,False,False,False
506,20.0,jfreechart,DefaultXYZDataset,org.jfree.data.xy.defaultxyzdatasettest.testpubliccloneable,False,False,True
518,20.0,jfreechart,VectorDataItem,org.jfree.data.xy.vectordataitemtest.testcloning,False,False,False
534,20.0,jfreechart,XYIntervalSeriesCollection,org.jfree.data.xy.xyintervalseriescollectiontest.test1170825,False,False,False
554,20.0,jfreechart,YIntervalSeriesCollection,org.jfree.data.xy.yintervalseriescollectiontest.test1170825,False,False,True
4,20.0,jfreechart,XYBoxAnnotation,org.jfree.chart.annotations.xyboxannotationtest.testcloning,False,False,True
7,20.0,jfreechart,XYBoxAnnotation,org.jfree.chart.annotations.xyboxannotationtest.testserialization,False,False,False
11,20.0,jfreechart,XYPolygonAnnotation,org.jfree.chart.annotations.xypolygonannotationtest.testcloning,False,False,False
18,20.0,jfreechart,XYTitleAnnotation,org.jfree.chart.annotations.xytitleannotationtest.testserialization,False,False,True
28,20.0,jfreechart,CyclicNumberAxis,org.jfree.chart.axis.cyclicnumberaxistest.testserialization,False,False,True
33,20.0,jfreechart,ExtendedCategoryAxis,org.jfree.chart.axis.extendedcategoryaxistest.testserialization,False,False,False
39,20.0,jfreechart,MonthDateFormat,org.jfree.chart.axis.monthdateformattest.testserialization,False,False,True
63,20.0,jfreechart,FlowArrangement,org.jfree.chart.block.flowarrangementtest.testequals,False,False,False
68,20.0,jfreechart,GridArrangement,org.jfree.chart.block.gridarrangementtest.testnullblock_fr,False,False,False
71,20.0,jfreechart,LabelBlock,org.jfree.chart.block.labelblocktest.testserialization,False,False,True
73,20.0,jfreechart,ChartPanel,org.jfree.chart.chartpaneltest.test2502355_zoomindomain,False,False,True
76,20.0,jfreechart,ChartRenderingInfo,org.jfree.chart.chartrenderinginfotest.testcloning,False,False,True
78,20.0,jfreechart,CategoryItemEntity,org.jfree.chart.entity.categoryitementitytest.testcloning,False,False,True
79,20.0,jfreechart,CategoryItemEntity,org.jfree.chart.entity.categoryitementitytest.testequals,False,False,True
83,20.0,jfreechart,PieSectionEntity,org.jfree.chart.entity.piesectionentitytest.testequals,False,False,False
91,20.0,jfreechart,BoxAndWhiskerXYToolTipGenerator,org.jfree.chart.labels.boxandwhiskerxytooltipgeneratortest.testequals,False,False,True
95,20.0,jfreechart,IntervalCategoryItemLabelGenerator,org.jfree.chart.labels.intervalcategoryitemlabelgeneratortest.testhashcode,False,False,False
97,20.0,jfreechart,IntervalCategoryToolTipGenerator,org.jfree.chart.labels.intervalcategorytooltipgeneratortest.testhashcode,False,False,True
100,20.0,jfreechart,ItemLabelPosition,org.jfree.chart.labels.itemlabelpositiontest.testequals,False,False,True
101,20.0,jfreechart,MultipleXYSeriesLabelGenerator,org.jfree.chart.labels.multiplexyserieslabelgeneratortest.testpubliccloneable,False,False,False
114,20.0,jfreechart,StandardXYSeriesLabelGenerator,org.jfree.chart.labels.standardxyserieslabelgeneratortest.testhashcode,False,False,False
