2929,47,rxjava2-extras,Actions,com.github.davidmoten.rx2.actionstest.testisutility,True,True
2942,47,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testbytesfromfilelowbuffersize,True,True
2943,47,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testcollect,True,False
2962,47,rxjava2-extras,FlowableDoOnEmpty,com.github.davidmoten.rx2.internal.flowable.flowabledoonemptytest.subscriberstatetest,True,True
2973,47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testunsubscribe,True,True
2974,47,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checkemptymaxrequestonedownstreamrequestsmaxvalue,False,True
2975,47,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checkmaxrequestonedownstreamrequestmaxvalue,False,True
2977,47,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checkmaxrequesttwodownstreamrequestmaxvalue,False,True
2986,47,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testempty,True,True
2996,47,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testcancelfromtransition,False,True
3014,47,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testconcat,False,False
3016,47,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testjointransformer,False,False
2934,47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testclosequeue,True,True
2936,47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testfragmentsasync,True,False
2952,47,rxjava2-extras,Page,com.github.davidmoten.rx2.internal.flowable.buffertofile.pagetest.testpagesize,False,True
2978,47,rxjava2-extras,FlowableMaxRequest,com.github.davidmoten.rx2.internal.flowable.flowablemaxrequesttest.checksinglemaxrequestmaxvaluedownstreamrequestsmaxvalue,False,True
2980,47,rxjava2-extras,FlowableMinRequest,com.github.davidmoten.rx2.internal.flowable.flowableminrequesttest.testminwhenrequestismaxvalue,False,True
2988,47,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testmaxiterationsone,True,False
3001,47,rxjava2-extras,FlowableStringInputStream,com.github.davidmoten.rx2.internal.flowable.flowablestringinputstreamtest.assertisutilityclass,True,True
3006,47,rxjava2-extras,TransformerDecode,com.github.davidmoten.rx2.internal.flowable.transformerdecodetest.testisutilclass,True,True
3018,47,rxjava2-extras,RingBuffer,com.github.davidmoten.util.ringbuffertest.testpushthreeandenumerate,False,True
2937,47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testjavaioserializableobservablesource,False,False
2959,47,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testbackpressureandcancel,False,False
2989,47,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testoneasync,True,True
2990,47,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.teststackoverflowdoesnothappen,True,True
2992,47,rxjava2-extras,FlowableServerSocket,com.github.davidmoten.rx2.internal.flowable.flowableserversockettest.serversocketreadstcppushwhenbufferisbiggerthaninput,True,True
3008,47,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testretrywhenmultipleretriesworkonsingledelay,False,True
3011,47,rxjava2-extras,SchedulerHelper,com.github.davidmoten.rx2.schedulerhelpertest.testisutilityclass,True,True
3017,47,rxjava2-extras,Strings,com.github.davidmoten.rx2.stringstest.testmalformedinthemiddlereplace,False,False
2955,47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsoneacrossthree,False,True
2957,47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testnotemptynotfound,False,True
2958,47,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testaddthrows,False,False
2960,47,rxjava2-extras,FlowableCollectWhile,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testconditionthrows,False,False
2981,47,rxjava2-extras,FlowableMinRequest,com.github.davidmoten.rx2.internal.flowable.flowableminrequesttest.testrebatchrequestsminequalsmaxdontconstrainfirstusesrxjavacorerebatchrequests,False,True
2997,47,rxjava2-extras,FlowableStateMachine,com.github.davidmoten.rx2.internal.flowable.flowablestatemachinetest.testerrorpassthrough,True,True
3004,47,rxjava2-extras,FlowableWindowMinMax,com.github.davidmoten.rx2.internal.flowable.flowablewindowminmaxtest.testwindowmax,False,True
3007,47,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testexponentialbackoff,False,True
2944,47,rxjava2-extras,Bytes,com.github.davidmoten.rx2.bytestest.testcollectwithempty,True,False
2947,47,rxjava2-extras,Consumers,com.github.davidmoten.rx2.consumerstest.testisutilityclass,True,True
2953,47,rxjava2-extras,DelimitedStringLinkedList,com.github.davidmoten.rx2.internal.flowable.delimitedstringlinkedlisttest.testfindsfirst,False,True
2968,47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testerror,False,True
2969,47,rxjava2-extras,FlowableMatch,com.github.davidmoten.rx2.internal.flowable.flowablematchtest.testkeyfunctionbthrowsresultsinerroremission,False,False
3010,47,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testretrywhenspecificexceptionfailsbecauseisnotinstanceof,False,True
2931,47,rxjava2-extras,BiFunctions,com.github.davidmoten.rx2.bifunctionstest.testconstant,False,True
2939,47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testverymanybytearrays,False,False
2983,47,rxjava2-extras,FlowableRepeatingTransform,com.github.davidmoten.rx2.internal.flowable.flowablerepeatingtransformtest.testcompletesfirstlevel,True,True
2994,47,rxjava2-extras,FlowableServerSocket,com.github.davidmoten.rx2.internal.flowable.flowableserversockettest.testcloserwhendoesnotthrow,True,True
3002,47,rxjava2-extras,FlowableStringInputStream,com.github.davidmoten.rx2.internal.flowable.flowablestringinputstreamtest.simple,True,True
3003,47,rxjava2-extras,FlowableWindowMinMax,com.github.davidmoten.rx2.internal.flowable.flowablewindowminmaxtest.testdecreasing,False,False
3009,47,rxjava2-extras,RetryWhen,com.github.davidmoten.rx2.retrywhentest.testretrywhenspecificexceptionallowedusepredicatereturnstrue,False,True
2932,47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testbytearrays,False,False
2938,47,rxjava2-extras,FlowableOnBackpressureBufferToFile,com.github.davidmoten.rx2.buffertofile.flowableonbackpressurebuffertofiletest.testpollqueuethrowsexceptionemitserror,True,True
2941,47,rxjava2-extras,Serializers,com.github.davidmoten.rx2.buffertofile.serializerstest.testdataserializer,False,True
2949,47,rxjava2-extras,Transformers,com.github.davidmoten.rx2.flowable.transformerstest.testtostring,True,True
