,idProject,nameProject,productionClass,testCase,isTestRedundancy,isTestRedundancyManual,prediction
25,48.0,dropwizard,ServerCommand,io.dropwizard.cli.servercommandtest.stopsaserverifthereisanerrorstartingit,False,False,False
26,48.0,dropwizard,ConfiguredCloseableHttpClient,io.dropwizard.client.configuredcloseablehttpclienttest.getclient_returns_config_provided_at_construction,False,False,False
29,48.0,dropwizard,HttpClientBuilder,io.dropwizard.client.httpclientbuildertest.canuseacustomdnsresolver,False,False,False
35,48.0,dropwizard,HttpClientBuilder,io.dropwizard.client.httpclientbuildertest.usesproxy,False,False,False
40,48.0,dropwizard,JerseyClientBuilder,io.dropwizard.client.jerseyclientbuildertest.includesjerseyproviderclasses,False,False,False
43,48.0,dropwizard,HttpClientConfiguration,io.dropwizard.client.proxy.httpclientconfigurationtest.testbadpassword,False,False,False
50,48.0,dropwizard,BaseConfigurationFactory,io.dropwizard.configuration.baseconfigurationfactorytest.printsdidyoumeanonunrecognizedfield,False,False,False
60,48.0,dropwizard,AbstractDAO,io.dropwizard.hibernate.abstractdaotest.getsnamedqueries,False,False,False
63,48.0,dropwizard,AbstractDAO,io.dropwizard.hibernate.abstractdaotest.returnsuniqueresultsfromjpacriteriaqueries,False,False,False
70,48.0,dropwizard,UnitOfWorkApplicationListener,io.dropwizard.hibernate.unitofworkapplicationlistenertest.beginsandcommitsatransactioniftransactional,False,False,False
97,48.0,dropwizard,LoggingDBIExceptionMapper,io.dropwizard.jdbi.jersey.loggingdbiexceptionmappertest.testplaindbiexception,False,False,False
115,48.0,dropwizard,JsonProcessingExceptionMapper,io.dropwizard.jersey.jackson.jsonprocessingexceptionmappertest.returnsa400forinvalidformatrequestentitieswrapped,False,False,False
127,48.0,dropwizard,BooleanParam,io.dropwizard.jersey.params.booleanparamtest.uppercasetruereturnstrue,False,False,False
139,48.0,dropwizard,GzipHandlerFactory,io.dropwizard.jetty.gziphandlerfactorytest.hascompressedmimetypes,False,False,False
143,48.0,dropwizard,MutableServletContextHandler,io.dropwizard.jetty.mutableservletcontexthandlertest.candisablesessionmanagement,False,False,False
154,48.0,dropwizard,FileAppenderFactory,io.dropwizard.logging.fileappenderfactorytest.includescallerdata,False,False,False
159,48.0,dropwizard,EventJsonLayoutBaseFactory,io.dropwizard.logging.json.eventjsonlayoutbasefactorytest.testcreatethrowableproxyconverter_configured,False,False,False
181,48.0,dropwizard,SyslogAppenderFactory,io.dropwizard.logging.syslogappenderfactorytest.stacktracepatterncanbeset,False,False,False
196,48.0,dropwizard,LogbackAccessRequestLayout,io.dropwizard.request.logging.layout.logbackaccessrequestlayouttest.outputpatternasheaderisfalse,False,False,False
200,48.0,dropwizard,DefaultServerFactory,io.dropwizard.server.defaultserverfactorytest.doesnotdefaultexceptionmappers,False,False,False
209,48.0,dropwizard,AssetServlet,io.dropwizard.servlets.assets.assetservlettest.servesfilesmappedtoroot,False,False,False
219,48.0,dropwizard,CacheBustingFilter,io.dropwizard.servlets.cachebustingfiltertest.passesthroughnonhttprequests,False,False,False
220,48.0,dropwizard,SlowRequestFilter,io.dropwizard.servlets.slowrequestfiltertest.logsslowrequests,False,False,False
224,48.0,dropwizard,TaskServlet,io.dropwizard.servlets.tasks.taskservlettest.returnsa404whennotfound,False,False,False
240,48.0,dropwizard,Duration,io.dropwizard.util.durationtest.parsesmicroseconds,False,False,False
250,48.0,dropwizard,Size,io.dropwizard.util.sizetest.parsesgigabytes,False,False,False
265,48.0,dropwizard,ViewBundle,io.dropwizard.views.viewbundletest.addstheviewmessagebodywritertotheenvironment,False,False,False
0,48.0,dropwizard,ResilentSocketOutputStream,ch.qos.logback.core.recovery.resilentsocketoutputstreamtest.testcreatescleanoutputstream,False,False,False
7,48.0,dropwizard,ProtectedClassResource,com.example.helloworld.resources.protectedclassresourcetest.testprotectedguestendpoint,False,False,False
22,48.0,dropwizard,ConfiguredCommand,io.dropwizard.cli.configuredcommandtest.canusecustomconfigurationfactory,False,False,False
23,48.0,dropwizard,ServerCommand,io.dropwizard.cli.servercommandtest.buildsandrunsaconfiguredserver,False,False,False
55,48.0,dropwizard,DataSourceFactory,io.dropwizard.db.datasourcefactorytest.invalidjdbcdriverclassthrowssqlexception,False,False,False
59,48.0,dropwizard,MultiPartBundle,io.dropwizard.forms.multipartbundletest.testrun,False,False,False
79,48.0,dropwizard,Http2ConnectorFactory,io.dropwizard.http2.http2connectorfactorytest.testsetdefaulthttp2cipher,False,False,False
109,48.0,dropwizard,OptionalMessageBodyWriter,io.dropwizard.jersey.guava.optionalmessagebodywritertest.absentoptionalsthrowanotfound,False,False,False
126,48.0,dropwizard,BooleanParam,io.dropwizard.jersey.params.booleanparamtest.uppercasefalsereturnsfalse,False,False,False
128,48.0,dropwizard,DurationParam,io.dropwizard.jersey.params.durationparamtest.parsedurationseconds,False,False,False
129,48.0,dropwizard,LongParam,io.dropwizard.jersey.params.longparamtest.alongreturnsalong,False,False,False
131,48.0,dropwizard,UUIDParam,io.dropwizard.jersey.params.uuidparamtest.anonuuidthrowsanexception,False,False,False
135,48.0,dropwizard,ContextRoutingHandler,io.dropwizard.jetty.contextroutinghandlertest.routestothebestprefixmatch,False,False,False
149,48.0,dropwizard,ConsoleAppenderFactory,io.dropwizard.logging.consoleappenderfactorytest.appendernameisset,False,False,False
157,48.0,dropwizard,FileAppenderFactory,io.dropwizard.logging.fileappenderfactorytest.isimmediateflushed,False,False,False
161,48.0,dropwizard,AccessJsonLayout,io.dropwizard.logging.json.layout.accessjsonlayouttest.testdisabletimestamp,False,False,False
175,48.0,dropwizard,MapBuilder,io.dropwizard.logging.json.layout.mapbuildertest.testincludenotformattedtimestamp,False,False,False
178,48.0,dropwizard,PrefixedExtendedThrowableProxyConverter,io.dropwizard.logging.prefixedextendedthrowableproxyconvertertest.prefixesexceptionswithexclamationmarks,False,False,False
185,48.0,dropwizard,GraphiteReporterFactory,io.dropwizard.metrics.graphite.graphitereporterfactorytest.isdiscoverable,False,False,False
187,48.0,dropwizard,DbDumpCommand,io.dropwizard.migrations.dbdumpcommandtest.testhelppage,False,False,False
192,48.0,dropwizard,DbRollbackCommand,io.dropwizard.migrations.dbrollbackcommandtest.testrollbacktodate,False,False,False
198,48.0,dropwizard,DropwizardSlf4jRequestLog,io.dropwizard.request.logging.old.dropwizardslf4jrequestlogtest.logsrequeststotheappenders,False,False,False
203,48.0,dropwizard,SimpleServerFactory,io.dropwizard.server.simpleserverfactorytest.testgetadmincontext,False,False,False
207,48.0,dropwizard,AssetServlet,io.dropwizard.servlets.assets.assetservlettest.defaultstohtml,False,False,False
217,48.0,dropwizard,ResourceURL,io.dropwizard.servlets.assets.resourceurltest.isdirectoryreturnstrueforplaindirectories,False,False,False
235,48.0,dropwizard,CharStreams,io.dropwizard.util.charstreamstest.testtostring,False,False,False
247,48.0,dropwizard,Size,io.dropwizard.util.sizetest.convertstoterabytes,False,False,False
