,idProject,nameProject,productionClass,testCase,isMysteryGuest,isMysteryGuestManual,prediction
18,35.0,hbase,AsyncProcess,org.apache.hadoop.hbase.client.testasyncprocess.testfailandsuccess,False,False,True
29,35.0,hbase,AsyncSingleRequestRpcRetryingCaller,org.apache.hadoop.hbase.client.testasyncsinglerequestrpcretryingcaller.testmaxretries,False,False,True
34,35.0,hbase,AsyncTable,org.apache.hadoop.hbase.client.testasynctable.testsimplemultiple,False,False,True
40,35.0,hbase,ClientScanner,org.apache.hadoop.hbase.client.testclientscanner.testnomoreresults,False,False,True
58,35.0,hbase,Scan,org.apache.hadoop.hbase.client.testscan.testgettoscan,False,False,True
70,35.0,hbase,KeyValueCodecWithTags,org.apache.hadoop.hbase.codec.testkeyvaluecodecwithtags.testkeyvaluewithtag,False,False,True
73,35.0,hbase,Constraint,org.apache.hadoop.hbase.constraint.testconstraint.testisunloaded,False,False,True
80,35.0,hbase,TimeoutExceptionInjector,org.apache.hadoop.hbase.errorhandling.testtimeoutexceptioninjector.testtimerpassesonerrorinfo,False,False,True
92,35.0,hbase,Filter,org.apache.hadoop.hbase.filter.testfilter.testkeyonlyfilter,False,False,True
94,35.0,hbase,Filter,org.apache.hadoop.hbase.filter.testfilter.testpagefilter,False,False,True
109,35.0,hbase,FuzzyRowFilter,org.apache.hadoop.hbase.filter.testfuzzyrowfilter.testsatisfiesforward,False,False,True
116,35.0,hbase,MultiRowRangeFilter,org.apache.hadoop.hbase.filter.testmultirowrangefilter.testmergeandsortwithemptystartrowandstoprow,False,False,True
123,35.0,hbase,NullComparator,org.apache.hadoop.hbase.filter.testnullcomparator.testemptyvalue,False,False,True
127,35.0,hbase,ParseFilter,org.apache.hadoop.hbase.filter.testparsefilter.testcompoundfilter5,False,False,True
136,35.0,hbase,ConfServlet,org.apache.hadoop.hbase.http.conf.testconfservlet.testwritejson,False,True,True
146,35.0,hbase,Encryption,org.apache.hadoop.hbase.io.crypto.testencryption.testlargeblocks,False,False,True
161,35.0,hbase,HFileBlock,org.apache.hadoop.hbase.io.hfile.testhfileblock.testdatablockencoding,False,False,True
171,35.0,hbase,ByteBufferListOutputStream,org.apache.hadoop.hbase.io.testbytebufferlistoutputstream.testwrites,False,False,True
177,35.0,hbase,HeapSize,org.apache.hadoop.hbase.io.testheapsize.testnativesizes,False,False,True
182,35.0,hbase,CallRunner,org.apache.hadoop.hbase.ipc.testcallrunner.testsimplecall,False,False,True
191,35.0,hbase,GroupingTableMap,org.apache.hadoop.hbase.mapred.testgroupingtablemap.shouldreturnnullfromcreategroupkey,False,False,True
201,35.0,hbase,CopyTable,org.apache.hadoop.hbase.mapreduce.testcopytable.testrenamefamily,False,False,True
205,35.0,hbase,HFileOutputFormat2,org.apache.hadoop.hbase.mapreduce.testhfileoutputformat2.testwritingpedata,True,True,False
209,35.0,hbase,ImportTsv,org.apache.hadoop.hbase.mapreduce.testimporttsv.testdrymodewithoutbulkoutputandtableexists,False,False,True
212,35.0,hbase,RegionSizeCalculator,org.apache.hadoop.hbase.mapreduce.testregionsizecalculator.testdisabled,False,False,True
235,35.0,hbase,SplitTableRegionProcedure,org.apache.hadoop.hbase.master.assignment.testsplittableregionprocedure.testsplitwithoutponr,False,False,True
258,35.0,hbase,SimpleRegionNormalizer,org.apache.hadoop.hbase.master.normalizer.testsimpleregionnormalizer.testmergeofsmallregions,False,False,True
269,35.0,hbase,EnableTableProcedure,org.apache.hadoop.hbase.master.procedure.testenabletableprocedure.testenablenondisabledtable,False,False,True
270,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testcreatedeletetableoperationswithreadlock,False,False,True
271,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testlistlockspeer,False,False,True
277,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testyieldwithsharedlockheld,False,False,True
288,35.0,hbase,ActiveMasterManager,org.apache.hadoop.hbase.master.testactivemastermanager.testactivemastermanagerfromzk,False,False,True
298,35.0,hbase,RegionPlan,org.apache.hadoop.hbase.master.testregionplan.testequals,False,False,True
300,35.0,hbase,SplitLogManager,org.apache.hadoop.hbase.master.testsplitlogmanager.testmultipleresubmits,False,False,True
334,35.0,hbase,ProcedureStoreTracker,org.apache.hadoop.hbase.procedure2.store.testprocedurestoretracker.testpartialtracker,False,False,True
343,35.0,hbase,WALProcedureStore,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testwalcleanerwithemptyrolls,False,True,True
366,35.0,hbase,FileSystemUtilizationChore,org.apache.hadoop.hbase.quotas.testfilesystemutilizationchore.testnonhfilesareignored,True,False,True
372,35.0,hbase,MasterQuotasObserver,org.apache.hadoop.hbase.quotas.testmasterquotasobserver.testnamespacespaceandrpcquotaremoved,False,False,True
390,35.0,hbase,StripeCompactionPolicy,org.apache.hadoop.hbase.regionserver.compactions.teststripecompactionpolicy.testsinglestripedropdeletes,True,True,True
406,35.0,hbase,DateTieredCompactionPolicy,org.apache.hadoop.hbase.regionserver.testdatetieredcompactionpolicy.ratiot2,False,False,True
411,35.0,hbase,DefaultMemStore,org.apache.hadoop.hbase.regionserver.testdefaultmemstore.testretainsdeletefamily,False,False,True
414,35.0,hbase,DefaultMemStore,org.apache.hadoop.hbase.regionserver.testdefaultmemstore.testupdatetotimeofoldestedit,False,False,True
417,35.0,hbase,FlushLifeCycleTracker,org.apache.hadoop.hbase.regionserver.testflushlifecycletracker.testnotexecuted,False,False,True
432,35.0,hbase,HRegion,org.apache.hadoop.hbase.regionserver.testhregion.testdelete_checktimestampupdated,False,True,True
436,35.0,hbase,HRegion,org.apache.hadoop.hbase.regionserver.testhregion.testget_empty,False,True,True
438,35.0,hbase,HRegion,org.apache.hadoop.hbase.regionserver.testhregion.testgetscanner_withnofamilies,False,True,True
464,35.0,hbase,HStoreFile,org.apache.hadoop.hbase.regionserver.testhstorefile.teststorefilereference,True,False,True
468,35.0,hbase,MetricsRegionServerSourceImpl,org.apache.hadoop.hbase.regionserver.testmetricsregionserversourceimpl.testgetinstance,False,False,True
489,35.0,hbase,StoreScanner,org.apache.hadoop.hbase.regionserver.teststorescanner.testwildcardscannerunderdeletes,False,False,True
491,35.0,hbase,StripeStoreFileManager,org.apache.hadoop.hbase.regionserver.teststripestorefilemanager.testcompactionandflushconflict,True,False,True
