,idProject,nameProject,productionClass,testCase,isMysteryGuest,isMysteryGuestManual,prediction
1,14.0,elastic-job-lite,AverageAllocationJobShardingStrategy,io.elasticjob.lite.api.strategy.impl.averageallocationjobshardingstrategytest.shardingforserverslessthanshardingcountaliquot,False,False,True
4,14.0,elastic-job-lite,JobShardingStrategyFactory,io.elasticjob.lite.api.strategy.jobshardingstrategyfactorytest.assertgetdefaultstrategy,False,False,True
9,14.0,elastic-job-lite,TaskContext,io.elasticjob.lite.context.taskcontexttest.assertgetidforunassignedslave,True,False,True
15,14.0,elastic-job-lite,JobEventRdbConfiguration,io.elasticjob.lite.event.rdb.jobeventrdbconfigurationtest.assertcreatejobeventlistenerfailure,True,False,True
42,14.0,elastic-job-lite,SimpleJobExecutor,io.elasticjob.lite.executor.type.simplejobexecutortest.assertexecutewhenrunoncesuccessforsingleshardingitems,True,False,False
49,14.0,elastic-job-lite,LiteJobConfigurationGsonFactory,io.elasticjob.lite.internal.config.litejobconfigurationgsonfactorytest.assertfromjsonforsimplejob,False,False,True
63,14.0,elastic-job-lite,FailoverListenerManager,io.elasticjob.lite.internal.failover.failoverlistenermanagertest.assertfailoversettingschangedjoblistenerwhenisnotfailoverpath,False,False,True
72,14.0,elastic-job-lite,GuaranteeListenerManager,io.elasticjob.lite.internal.guarantee.guaranteelistenermanagertest.assertstartednoderemovedjoblistenerwhenisnotstartednode,False,False,True
78,14.0,elastic-job-lite,ShutdownListenerManager,io.elasticjob.lite.internal.instance.shutdownlistenermanagertest.assertisnotlocalinstancepath,False,True,True
87,14.0,elastic-job-lite,JobRegistry,io.elasticjob.lite.internal.schedule.jobregistrytest.assertgetregcenter,False,False,True
91,14.0,elastic-job-lite,LiteJobFacade,io.elasticjob.lite.internal.schedule.litejobfacadetest.assertcheckmaxtimediffsecondstolerable,False,False,True
118,14.0,elastic-job-lite,JobNodeStorage,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertcreatejobnodeifneeded,False,False,True
121,14.0,elastic-job-lite,JobAPIFactory,io.elasticjob.lite.lifecycle.api.jobapifactorytest.assertcreateshardingstatisticsapi,False,False,True
127,14.0,elastic-job-lite,JobSettingsAPIImpl,io.elasticjob.lite.lifecycle.internal.settings.jobsettingsapiimpltest.assertupdatejobsettings,False,True,True
14,14.0,elastic-job-lite,JobExecutionEvent,io.elasticjob.lite.event.jobexecutioneventtest.assertnewjobexecutionevent,False,False,True
29,14.0,elastic-job-lite,ExceptionUtil,io.elasticjob.lite.exception.exceptionutiltest.asserttransformwitherror,False,False,True
30,14.0,elastic-job-lite,JobStatisticException,io.elasticjob.lite.exception.jobstatisticexceptiontest.assertgetcause,False,False,True
35,14.0,elastic-job-lite,JobExecutorFactory,io.elasticjob.lite.executor.jobexecutorfactorytest.assertgetjobexecutorforsimplejob,False,False,True
51,14.0,elastic-job-lite,RescheduleListenerManager,io.elasticjob.lite.internal.config.reschedulelistenermanagertest.assertcronsettingchangedjoblistenerwheniscronpathbutnotupdate,False,True,True
52,14.0,elastic-job-lite,RescheduleListenerManager,io.elasticjob.lite.internal.config.reschedulelistenermanagertest.assertcronsettingchangedjoblistenerwhenisnotcronpath,False,True,True
59,14.0,elastic-job-lite,LeaderNode,io.elasticjob.lite.internal.election.leadernodetest.assertisnotleaderinstancepath,False,False,True
68,14.0,elastic-job-lite,FailoverService,io.elasticjob.lite.internal.failover.failoverservicetest.assertsetcrashedfailoverflagwhenitemisassigned,False,False,True
77,14.0,elastic-job-lite,InstanceService,io.elasticjob.lite.internal.instance.instanceservicetest.assertislocaljobinstanceexisted,False,False,True
88,14.0,elastic-job-lite,JobScheduleController,io.elasticjob.lite.internal.schedule.jobschedulecontrollertest.assertreschedulejobsuccess,False,False,True
120,14.0,elastic-job-lite,JobAPIFactory,io.elasticjob.lite.lifecycle.api.jobapifactorytest.assertcreateserverstatisticsapi,False,False,True
122,14.0,elastic-job-lite,JobOperateAPIImpl,io.elasticjob.lite.lifecycle.internal.operate.joboperateapiimpltest.assertdisablewithjobname,False,False,True
132,14.0,elastic-job-lite,RegExceptionHandler,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithotherexception,False,False,True
136,14.0,elastic-job-lite,StatisticRdbRepository,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindtaskrunningstatisticswhentableisempty,False,False,True
11,14.0,elastic-job-lite,TaskContext,io.elasticjob.lite.context.taskcontexttest.assertnewwithoutslaveid,True,False,True
23,14.0,elastic-job-lite,JobEventRdbSearch,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithtime,True,True,True
32,14.0,elastic-job-lite,JobProperties,io.elasticjob.lite.executor.handler.jobpropertiestest.assertgetwhenvalueisnotempty,False,False,False
33,14.0,elastic-job-lite,JobProperties,io.elasticjob.lite.executor.handler.jobpropertiestest.assertjobpropertiesenumfrominvalidvalue,False,False,False
39,14.0,elastic-job-lite,ScriptJobExecutor,io.elasticjob.lite.executor.type.scriptjobexecutortest.assertexecutewhenexecutefailureformultipleshardingitems,True,False,True
43,14.0,elastic-job-lite,SimpleJobExecutor,io.elasticjob.lite.executor.type.simplejobexecutortest.assertexecutewhenrunoncewithmisfire,True,False,True
